,cleaned_title,date,source,source_type,language,sentiment,emotions,emotion_scores
350,Buy genuine Windows 11 Pro for $11.69 and explore the AI-powered search Engine – Bing Chat,2023-10-06,Gizchina.com,Other,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.2904885411262512, 0.26818132400512695, 0.24747449159622192, 0.19385561347007751]"
351,"Microsoft ventures into AI chip development, reducing reliance on ...",2023-10-06,ReadWrite,Other,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.3842771053314209, 0.23959995806217194, 0.2006276696920395, 0.1754952222108841]"
352,Microsoft Stock: Don't Overlook This AI Pick Hiding in Plain Sight,2023-10-06,Nasdaq,Other,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.46334901452064514, 0.2596207857131958, 0.18024428188800812, 0.09678594022989273]"
353,OpenAI's Sam Altman backs Indian teen prodigy's AI startup in $2.3 ...,2023-10-06,Tech Funding News,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.31792765855789185, 0.3026967942714691, 0.2083124816417694, 0.17106308043003082]"
354,SoundHound AI Stock Lost 20% Last Month -- Here's How,2023-10-06,The Motley Fool,Blog,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.8043174147605896, 0.0940810963511467, 0.05618325248360634, 0.0454181507229805]"
355,2 Stock-Split Artificial Intelligence (AI) Stocks to Buy Hand-Over Fist ...,2023-10-06,The Motley Fool,Blog,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.46548745036125183, 0.35095760226249695, 0.10032113641500473, 0.08323381096124649]"
356,This Artificial Intelligence (AI) Stock Is Too Cheap to Ignore Right Now,2023-10-06,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.672420084476471, 0.19568632543087006, 0.1029219925403595, 0.02897154912352562]"
357,The growth of AI in grocery will have its limits,2023-10-06,Winsight Grocery Business,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.6971398591995239, 0.1653991937637329, 0.07448955625295639, 0.06297141313552856]"
358,Vietnam's finance and banking sector changes thanks to AI,2023-10-06,VietNamNet,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.4425802230834961, 0.20874567329883575, 0.1878492534160614, 0.16082486510276794]"
359,"Meta paying Tom Brady, Paris Hilton millions to use likeness for AI chatbots: report",2023-10-06,New York Post,News Outlet,en,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.45357683300971985, 0.2000965178012848, 0.1941414177417755, 0.15218521654605865]"
360,These Stock-Split Stocks Could Become AI Giants,2023-10-06,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5284326672554016, 0.28111550211906433, 0.12641385197639465, 0.06403790414333344]"
361,Waker provides LLM-based US stock market analysis content to KBS,2023-10-06,AI타임스,News Outlet,ko,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.28522682189941406, 0.2694091498851776, 0.24846142530441284, 0.19690263271331787]"
362,Laying the foundation for data- and AI-led growth,2023-10-05,MIT Technology Review,Academic Journal,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.29731228947639465, 0.24549658596515656, 0.2430819869041443, 0.21410910785198212]"
363,Every enterprise plans to increase AI spending next year,2023-10-05,ZDNet,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3284347653388977, 0.2996162176132202, 0.25535136461257935, 0.11659763753414154]"
364,"Global Artificial Intelligence (AI) in Medical Writing Market Size/Share Envisaged to Reach USD 2,072.30 Million by 2032, Growing at a 12.1% CAGR: Polaris Market Research",2023-10-05,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.4535108804702759, 0.25251081585884094, 0.213143453001976, 0.08083484321832657]"
365,Observe raises $50M and integrates generative AI to simplify ...,2023-10-05,SiliconANGLE News,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.27169254422187805, 0.27071747183799744, 0.2698073089122772, 0.1877826303243637]"
366,AI in financial services: is this the new dotcom bubble?,2023-10-05,Lombard Odier,Other,en,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.5938447117805481, 0.19193913042545319, 0.17800700664520264, 0.036209095269441605]"
367,"Media Buying Summit Recap: Retail media's revolution, AI and ...",2023-10-05,Digiday,Other,en,positive,"['Skepticism', 'Excitement', 'Optimism', 'Concern']","[0.27096396684646606, 0.2638842761516571, 0.25781700015068054, 0.2073347419500351]"
368,Bill Gates-Backed Startup Launches AI Chatbot for Personalized ...,2023-10-05,The Wall Street Journal,Academic Journal,en,positive,"['Skepticism', 'Concern', 'Excitement', 'Optimism']","[0.3330909013748169, 0.2647124230861664, 0.23448558151721954, 0.16771109402179718]"
369,Meta Is Paying Creators Millions for AI Chatbots,2023-10-05,The Information,News Outlet,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.3610776364803314, 0.2509210705757141, 0.20903368294239044, 0.17896762490272522]"
370,AI's tectonic shift: A blueprint for AI integration in the modern enterprise,2023-10-05,SiliconANGLE News,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.3824003338813782, 0.2508908808231354, 0.20526668429374695, 0.1614421159029007]"
371,GenAI Innovation: A Paradigm Shift for Enterprises in the AI Era,2023-10-05,CRN.in,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.3301178514957428, 0.2836592197418213, 0.22788728773593903, 0.15833565592765808]"
372,LTN Startup Spotlight: Paxton AI Founder Tanguy Chau Sees ...,2023-10-05,Law.com,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.2995307445526123, 0.29136645793914795, 0.2442699819803238, 0.16483283042907715]"
373,Half of finance work could be AI by 2030,2023-10-05,Inquirer.net,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.46059292554855347, 0.2658913731575012, 0.18830034136772156, 0.08521533012390137]"
374,Top Artificial Intelligence (AI) Stock: Is C3.ai or Palantir the Better Buy?,2023-10-05,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.29744765162467957, 0.2973904013633728, 0.2662189304828644, 0.13894298672676086]"
375,AI: Flipping the coin in financial services,2023-10-05,FCA,Other,en,negative,"['Optimism', 'Concern', 'Skepticism', 'Excitement']","[0.36151981353759766, 0.2264145016670227, 0.2225305438041687, 0.18953508138656616]"
376,"Local AI startup surpasses Alibaba, ranked first in the world in LLM in hugging face",2023-10-05,머니투데이,News Outlet,ko,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.31988802552223206, 0.2748704254627228, 0.21400898694992065, 0.1912325769662857]"
377,Google announces 11 African Startups for AI First programme,2023-10-05,Premium Times,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.36127179861068726, 0.24709546566009521, 0.19880156219005585, 0.19283117353916168]"
378,Gradient raises $10M for its AI customization and inference platform,2023-10-05,SiliconANGLE News,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.2908821403980255, 0.26245149970054626, 0.22635263204574585, 0.22031371295452118]"
379,The 3 Best Artificial Intelligence (AI) ETFs to Buy in 2023,2023-10-05,InvestorPlace,Other,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.3454645574092865, 0.287016898393631, 0.27476102113723755, 0.09275756776332855]"
380,[Webinar] Fundamentals of Artificial Intelligence for Lawyers and ...,2023-10-05,JD Supra,Press Release Service,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.3773437440395355, 0.26173582673072815, 0.2225314825773239, 0.13838891685009003]"
381,Researchers awarded $2.8 million to develop AI models,2023-10-04,UCLA Health Connect,Academic Journal,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.3297400176525116, 0.23497003316879272, 0.2331075817346573, 0.20218229293823242]"
382,Custom generative AI models an emerging path for enterprises,2023-10-04,TechTarget,Blog,en,positive,"['Skepticism', 'Excitement', 'Optimism', 'Concern']","[0.2621985375881195, 0.25775429606437683, 0.2547962963581085, 0.22525082528591156]"
383,"Google puts more AI into new Pixels, raises price",2023-10-04,CTV News,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.5298779606819153, 0.21048352122306824, 0.1453772634267807, 0.11426127701997757]"
384,Cognitiv Releases AI Solutions For More Inclusive & Diverse Media Buying,2023-10-04,Demand Gen Report,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.2958122491836548, 0.25615936517715454, 0.244718998670578, 0.20330944657325745]"
385,"SoundHound Collabs with Olo, Further Scaling Voice AI Ordering in ...",2023-10-04,Food On Demand,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.39616817235946655, 0.26115143299102783, 0.17413266003131866, 0.16854773461818695]"
386,"Britain limits AI summit guest list to 100 invitees, excludes startups",2023-10-04,Reuters,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.4276411235332489, 0.2353024035692215, 0.1762445718050003, 0.16081185638904572]"
387,"AI automatically generates ""financial analysis report"": Financial AI equipped with GPT-4...",2023-10-04,PR TIMES,News Outlet,ja,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.411881685256958, 0.23832012712955475, 0.21674449741840363, 0.13305363059043884]"
388,Korean AI needs to break through the limitations of “Go beyond domestic AI” < IT/Startups < IT/Startups…,2023-10-04,이코노믹리뷰,Other,ko,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.5994035601615906, 0.16310322284698486, 0.13124755024909973, 0.10624564439058304]"
389,Is SoundHound AI Stock a Buy Now?,2023-10-04,The Motley Fool,Blog,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.4697669446468353, 0.2326231747865677, 0.1706257313489914, 0.12698422372341156]"
390,Noteworthy AI Startups Poised for Success in 2023,2023-10-04,GovCon Wire,Press Release Service,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.41059014201164246, 0.3446456789970398, 0.14171938598155975, 0.10304471850395203]"
391,AI Wearables — The Future Is NOW! | by HungryMinded | Seeds For ...,2023-10-04,Medium,Blog,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.6649736762046814, 0.19694706797599792, 0.10042805969715118, 0.03765113279223442]"
392,AI Index: Google's Gemini Model; Writer Secures Funding for LLM ...,2023-10-04,Acceleration Economy,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.4118172824382782, 0.2472373992204666, 0.21751387417316437, 0.12343133985996246]"
393,Launch Credit Union Provides Tips to Combat Artificial Intelligence ...,2023-10-04,SpaceCoastDaily.com,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.7447947263717651, 0.1809486597776413, 0.043986234813928604, 0.030270416289567947]"
394,"Google packs more artificial intelligence into new Pixel phones, raises prices for devices by $100",2023-10-04,ABC News,News Outlet,en,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.42906761169433594, 0.20797722041606903, 0.20621125400066376, 0.15674395859241486]"
395,Visa to invest $100m in generative AI startups,2023-10-04,ComputerWeekly.com,Magazine,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.3083306550979614, 0.2742677628993988, 0.21364206075668335, 0.20375953614711761]"
396,AI stock market data ‘Waker’ develops global data business with London Stock Exchange Group,2023-10-04,beSUCCESS,Other,ko,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.3854866921901703, 0.34277403354644775, 0.19441071152687073, 0.07732854783535004]"
397,"Google packs more artificial intelligence into new Pixel phones, raises prices for devices by $100",2023-10-04,EL PAÍS USA,Other,en,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.42906761169433594, 0.20797722041606903, 0.20621125400066376, 0.15674395859241486]"
398,Visa launches $100 million venture fund for generative AI startups,2023-10-03,Moneycontrol,Other,en,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']","[0.3085651993751526, 0.24523894488811493, 0.23944279551506042, 0.20675309002399445]"
399,How to futureproof the financial services sector with AI,2023-10-03,Retail Banker International,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.33576080203056335, 0.2978108525276184, 0.2106006145477295, 0.15582774579524994]"
400,Visa launches $100 mln venture fund for generative AI startups,2023-10-03,ETTelecom,Other,en,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']","[0.31835344433784485, 0.24118280410766602, 0.23622211813926697, 0.20424163341522217]"
401,IBM’s New Granite Foundation Models Enable Safe Enterprise AI,2023-10-03,Forbes,Magazine,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']","[0.33780667185783386, 0.29423967003822327, 0.23886461555957794, 0.12908901274204254]"
402,The founder who sold the startup that would become Amazon’s Alexa called Big Tech ‘apex predators’ and says that’s why everyone is scared of AI,2023-10-03,Fortune,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.7186658382415771, 0.2507077157497406, 0.016459990292787552, 0.014166397973895073]"
403,Female-founded AI startups win just 2% of funding deals in UK,2023-10-03,The Guardian,News Outlet,en,negative,"['Excitement', 'Concern', 'Skepticism', 'Optimism']","[0.3211512267589569, 0.257240891456604, 0.24701561033725739, 0.17459237575531006]"
404,Where Will SoundHound AI Stock Be in 10 Years?,2023-10-03,The Motley Fool,Blog,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']","[0.7500962615013123, 0.09586147218942642, 0.08509404212236404, 0.06894827634096146]"
405,"Seattle startup Muir AI, which helps companies calculate complex ...",2023-10-03,GeekWire,Press Release Service,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.32476040720939636, 0.30967986583709717, 0.19206877052783966, 0.17349094152450562]"
406,"Helios launches AI supply chain analyst Cersi, raises $1.85m",2023-10-03,AgFunderNews,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.37129679322242737, 0.3315933644771576, 0.17864947021007538, 0.11846032738685608]"
407,3 Top Artificial Intelligence (AI) Stocks to Buy in October,2023-10-03,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5048216581344604, 0.28240787982940674, 0.13083487749099731, 0.08193555474281311]"
408,"Domestic startup Waker, London Stock Exchange and AI stock market data service",2023-10-03,조선일보,Other,ko,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.41793712973594666, 0.3206007182598114, 0.15465371310710907, 0.10680849850177765]"
409,Coffee Briefing Oct. 3 – Cisco renews funding for Connected North; Amazon Bedrock goes GA; SCALE AI invests over $20 million in five AI projects; and more,2023-10-03,IT World Canada,Other,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']","[0.2745088040828705, 0.26169243454933167, 0.23538033664226532, 0.22841836512088776]"
410,"Multimodal AI Growth Opportunities in Enterprise Applications, 2023 Market Research Report - Increasing Use Cases in Diverse Industries Enable Stakeholders to Better Monetize Data",2023-10-03,Yahoo Finance,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.3435588479042053, 0.25929778814315796, 0.21016788482666016, 0.18697547912597656]"
411,"Israeli startup CEOs explain how they aim to make AI better, cheaper and faster",2023-10-03,The Times of Israel,News Outlet,en,positive,"['Excitement', 'Skepticism', 'Optimism', 'Concern']","[0.28580957651138306, 0.24744471907615662, 0.2414637953042984, 0.22528190910816193]"
412,Humata AI Raises $3.5 Million Led by Google’s Gradient Ventures,2023-10-03,Decrypt,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.38605397939682007, 0.3341330587863922, 0.19259893894195557, 0.08721402287483215]"
413,AI Stock Holds Up In A Brutal Market,2023-10-03,Investor's Business Daily,News Outlet,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']","[0.7326774597167969, 0.09983556717634201, 0.09517592936754227, 0.07231109589338303]"
414,AI's 'Moneyball' Approach to Beating Human Stock Pickers,2023-10-03,Bloomberg,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3364693522453308, 0.327764093875885, 0.2121928334236145, 0.1235736832022667]"
415,Prompt AI Raises $5 Million In Seed Funding To Revolutionize ...,2023-10-03,AiThority,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4781463146209717, 0.3445916175842285, 0.1197054460644722, 0.05755650997161865]"
416,Visa Creates $100M Generative AI Startup Investment Fund,2023-10-03,Voicebot.ai,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.39271482825279236, 0.27670174837112427, 0.18254120647907257, 0.1480422019958496]"
417,AI offers welcome potential boost to sluggish US productivity growth,2023-10-02,S&P Global,Other,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.5163773894309998, 0.3128417134284973, 0.13022220134735107, 0.040558699518442154]"
418,AI's impact on credit union lending,2023-10-02,CUNA News,News Outlet,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']","[0.5333780646324158, 0.21318750083446503, 0.1290072798728943, 0.12442716956138611]"
419,"Fusion Fund Powers Founders Bringing AI to Healthtech, Life ...",2023-10-02,Genetic Engineering & Biotechnology News,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.3571406304836273, 0.3256884813308716, 0.17716284096240997, 0.14000801742076874]"
420,How much carbon pollution is in your product? Muir AI raises $3.25 ...,2023-10-02,TechCrunch,Blog,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.7482298612594604, 0.1217840239405632, 0.07032162696123123, 0.05966450273990631]"
421,Explainable AI will blaze a trail in fund administration,2023-10-02,Private Funds CFO,Press Release Service,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.38602450489997864, 0.2797672152519226, 0.2160513550043106, 0.11815699189901352]"
422,Nextdata Closes $12M in Seed Funding to Unlock the AI Revolution ...,2023-10-02,Datanami,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.38844725489616394, 0.29297083616256714, 0.19566544890403748, 0.12291649729013443]"
423,Why ‘AI copilot’ startups are so hot with VCs right now,2023-10-02,Fortune,News Outlet,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.5722538232803345, 0.16332954168319702, 0.13742084801197052, 0.12699569761753082]"
424,"AI startup SambaNova updates processor, software",2023-10-02,Network World,Broadcast Media,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']","[0.31895074248313904, 0.23481522500514984, 0.22745320200920105, 0.21878084540367126]"
425,AI needs guardrails; enterprise blockchain has a role to play,2023-10-02,CoinGeek,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.6118006110191345, 0.2604057788848877, 0.06937585026025772, 0.058417800813913345]"
426,Sequoia’s Botha Says Venture Capital Firm Is Focusing on AI Apps After OpenAI Success,2023-10-02,Yahoo Finance,News Outlet,en,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']","[0.2696618437767029, 0.2619413435459137, 0.24479492008686066, 0.22360196709632874]"
427,Generative AI Learning Startup Gizmo Raises $3.5M,2023-10-02,Voicebot.ai,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.2985686957836151, 0.2663050591945648, 0.2274751216173172, 0.20765112340450287]"
428,AI Startups Are Facing a Reckoning — The Information,2023-10-02,The Information,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.9193562865257263, 0.0682026818394661, 0.008541823364794254, 0.0038991887122392654]"
429,OpenFold Drug Discovery AI Research Consortium Announces Funding of Large-Scale Protein Data Collection at Prof. Gabriel Rocklin’s Laboratory at Northwestern University,2023-10-02,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3371979892253876, 0.3170205056667328, 0.26819807291030884, 0.077583447098732]"
430,How the Financial-Services Industry Can Benefit from Generative AI,2023-10-02,International Banker,Other,en,positive,"['Optimism', 'Skepticism', 'Excitement', 'Concern']","[0.27845117449760437, 0.2572345435619354, 0.2393956333398819, 0.22491873800754547]"
431,Salesforce (CRM) Banks on Generative AI for Long-Term Growth,2023-10-02,Yahoo Finance,News Outlet,en,positive,"['Optimism', 'Skepticism', 'Concern', 'Excitement']","[0.34503746032714844, 0.26176998019218445, 0.21557317674160004, 0.17761942744255066]"
432,AI's staggering growth in health: Benefits and limitations of artificial ...,2023-10-02,New Zealand Doctor Online,Other,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.46078675985336304, 0.2836713194847107, 0.13807153701782227, 0.11747045069932938]"
433,Gen AI firm Nexusflow clinches $10.6m in seed funding round,2023-10-02,FinTech Global,Blog,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.2984777092933655, 0.25860652327537537, 0.23016424477100372, 0.21275155246257782]"
434,Flows into AI funds wane as US rate worries weigh,2023-10-02,Yahoo Finance,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.8194983005523682, 0.08118975907564163, 0.06089625880122185, 0.038415659219026566]"
435,Generative AI startup Nexusflow raises $10.6 Million in seed funding ...,2023-10-02,ETCIO South East Asia,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.3208463490009308, 0.28188177943229675, 0.2355225384235382, 0.16174930334091187]"
436,Booz Allen Hamilton invests in AI security startup HiddenLayer,2023-10-02,C4ISRNET,Other,en,positive,"['Optimism', 'Concern', 'Skepticism', 'Excitement']","[0.2751998007297516, 0.27005061507225037, 0.241580069065094, 0.21316954493522644]"
437,Cathie Wood Says Software Is the Next Big AI Buying Opportunity. 2 ...,2023-10-02,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.4025360941886902, 0.3009509742259979, 0.17144125699996948, 0.1250717043876648]"
438,Samsung to manufacture chips from AI chip startup Tenstorrent,2023-10-02,Reuters,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.376558393239975, 0.2443583607673645, 0.1995934695005417, 0.17948971688747406]"
439,Flows into AI funds wane as US rate worries weigh,2023-10-02,Reuters,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.8194983005523682, 0.08118975907564163, 0.06089625880122185, 0.038415659219026566]"
440,Future Digital Technology's Trailblazing Journey: How Innovation and AI Are Shaping the Future of Finance,2023-10-02,Yahoo Finance,News Outlet,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.30805280804634094, 0.29578858613967896, 0.25107941031455994, 0.14507918059825897]"
441,Better Artificial Intelligence Stock: Nvidia vs. Super Micro Computer,2023-10-02,The Motley Fool,Blog,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.453294038772583, 0.2881411015987396, 0.16766288876533508, 0.0909019261598587]"
442,4 Super Semiconductor Stocks to Buy for the Artificial Intelligence ...,2023-10-02,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.39280596375465393, 0.3194175958633423, 0.19134433567523956, 0.09643211215734482]"
443,"SoundHound AI, Inc. (NASDAQ:SOUN): Artificial Intelligence Speaks ...",2023-10-02,The Wall Street Transcript,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3227637708187103, 0.2703714072704315, 0.2524932026863098, 0.15437154471874237]"
444,Fully Funded Artificial Intelligence Training Unveiled to Propel ...,2023-10-02,FE News,News Outlet,en,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']","[0.398316353559494, 0.30370229482650757, 0.1555987000465393, 0.14238260686397552]"
445,Artificial Intelligence Stocks: Buy Opportunity In October 2023?,2023-10-01,Investing Haven,Other,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.44824662804603577, 0.40631476044654846, 0.08417892456054688, 0.061259638518095016]"
446,Mistral: the French AI startup valued at $260 million...,2023-10-01,Developpez.com,Other,fr,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.5047711730003357, 0.226497620344162, 0.19076086580753326, 0.07797040790319443]"
447,Amazon shakes up the artificial intelligence industry with millionaire...,2023-10-01,El Nacional,Other,es,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.35967618227005005, 0.32379797101020813, 0.16156849265098572, 0.1549573838710785]"
448,2 AI Stocks With Bullish Catalysts & High Growth Prospects,2023-10-01,Yahoo Finance,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5780749320983887, 0.3977396786212921, 0.012207902036607265, 0.01197746954858303]"
449,How AI chatbot advancements drive Web3.0 development and economic growth,2023-10-01,The Financial Express,Press Release Service,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.35267379879951477, 0.2608940303325653, 0.22051213681697845, 0.16592003405094147]"
450,"Cohere unveils enterprise chatbot and API...""Enhanced functions with RAG""",2023-10-01,AI타임스,News Outlet,ko,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']","[0.2931363582611084, 0.29179537296295166, 0.24913080036640167, 0.16593752801418304]"
451,Apply for Jeonnam-type preliminary social enterprise designation,2023-10-01,AI타임스,News Outlet,ko,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.4237543046474457, 0.2322712540626526, 0.2042301744222641, 0.13974426686763763]"
452,Better AI Stock: Applied Digital vs. SentinelOne,2023-10-01,The Motley Fool,Blog,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.3514062762260437, 0.2316199392080307, 0.2297014594078064, 0.18727226555347443]"
453,Prins AI Raises $100M in Series B Funding,2023-10-01,FinSMEs,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.3217078447341919, 0.2944902181625366, 0.2647011876106262, 0.11910076439380646]"
454,"Asking ChatGPT for financial advice? Only 37% of adults are interested in AI tools to manage money, CNBC survey finds",2023-09-12,CNBC,News Outlet,en,negative,"['Skepticism', 'Concern', 'Optimism', 'Excitement']","[0.3669706881046295, 0.33534252643585205, 0.16139651834964752, 0.13629023730754852]"
455,Transform Accelerator Announces Data Science and AI Startups ...,2023-09-12,Polsky Center for Entrepreneurship and Innovation,Press Release Service,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.42196759581565857, 0.29928749799728394, 0.19412961602210999, 0.08461522310972214]"
456,"AI chip startup Enfabrica raises $125 million, with backing from Nvidia",2023-09-12,Reuters,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.29132959246635437, 0.2801080346107483, 0.2211170643568039, 0.20744530856609344]"
457,"Lotte Shopping, global LLM startup 'Upstage' and AI created specifically for the distribution industry...",2023-09-12,인공지능신문,News Outlet,ko,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4867438077926636, 0.29346799850463867, 0.16563905775547028, 0.05414915457367897]"
458,"Enfabrica, which builds networking hardware to drive AI workloads, raises $125M",2023-09-12,TechCrunch,Blog,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.37538108229637146, 0.314190149307251, 0.2039872109889984, 0.10644161701202393]"
459,Generative AI will also be integrated into enterprise internal and external network maintenance! Aruba network management platform Central...,2023-09-12,iThome,Other,vi,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.3617497682571411, 0.2536638081073761, 0.24991825222969055, 0.13466815650463104]"
