,cleaned_title,date,source,source_type,language,sentiment,emotion,emotions,emotion_scores
852,UST Highlights AI Innovation at Global D3 Expo India - English,2023-10-05,PR Newswire,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.35415756702423096, 0.3446962237358093, 0.19607248902320862, 0.10507381707429886]"
853,How AI and the Metaverse will Impact the Datasphere,2023-10-05,Visual Capitalist,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.6782593727111816, 0.11541202664375305, 0.1064397543668747, 0.09988881647586823]"
854,"Critical 'ShellTorch' Flaws Light Up Open Source AI Users, Like ...",2023-10-05,Dark Reading,Other,en,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.835527241230011, 0.09276648610830307, 0.06506626307964325, 0.0066400435753166676]"
855,National Security Agency Is Starting an Artificial Intelligence Security ...,2023-10-05,Insurance Journal,Academic Journal,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7481558322906494, 0.16395510733127594, 0.0496852733194828, 0.03820384293794632]"
856,"Utilizing LLM to discover unknown threats, generating AI to strengthen security",2023-10-05,日本経済新聞,Other,ja,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.5889700651168823, 0.20138734579086304, 0.11101607233285904, 0.098626509308815]"
857,AI model developed by Riiid ranked first globally in ‘Open LLM Leaderboard’,2023-10-05,벤처스퀘어,Other,ko,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.3234766125679016, 0.29765093326568604, 0.19111572206020355, 0.18775668740272522]"
858,Fujitsu and the International Gymnastics Federation launch AI ...,2023-10-05,Fujitsu,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.39463937282562256, 0.3232308030128479, 0.18159571290016174, 0.10053416341543198]"
859,Dell's revenue forecast signals AI boost will take longer to materialize,2023-10-05,Reuters,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5041232705116272, 0.40385863184928894, 0.04644566774368286, 0.045572493225336075]"
860,Copyright Liability for Generative AI Pivots on Fair Use Doctrine,2023-10-05,Gibson Dunn,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.6270185112953186, 0.2129317820072174, 0.09045027196407318, 0.06959939002990723]"
861,UP.Labs and Porsche Launch AI-Powered Automotive Data Platform ...,2023-10-05,Porsche Newsroom,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.32450926303863525, 0.26762816309928894, 0.209857776761055, 0.1980047971010208]"
862,"CyberAgent uses generative AI in anime production, establishes new research and development department",2023-10-05,Impress Watch,Press Release Service,ja,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.4420010447502136, 0.2550194263458252, 0.20407253503799438, 0.0989070013165474]"
863,AI provider 6Estates has deployed its first NVIDIA system...,2023-10-05,ServerNews,News Outlet,ru,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.3696075677871704, 0.291199654340744, 0.17714695632457733, 0.16204577684402466]"
864,Artificial Intelligence-Fueled Neuroprostheses Achieve... : Neurology ...,2023-10-05,LWW Journals,Academic Journal,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.36676040291786194, 0.2897293269634247, 0.21368710696697235, 0.12982314825057983]"
865,Milwaukee Tech Week to center around artificial intelligence ...,2023-10-05,TMJ4 News,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.324074387550354, 0.2835281491279602, 0.20879130065441132, 0.18360622227191925]"
866,AI is creating a complex landscape for healthcare executives,2023-10-05,Healthcare Finance News,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5344422459602356, 0.20603379607200623, 0.1373477727174759, 0.12217620760202408]"
867,UK's CMA publishes report on AI Regulation,2023-10-05,Shoosmiths,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.4333486258983612, 0.23023296892642975, 0.1936207413673401, 0.14279772341251373]"
868,Dell Technologies growing generative AI portfolio speeds business transformations,2023-10-05,ZAWYA,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.28125426173210144, 0.2659507393836975, 0.22840441763401031, 0.22439061105251312]"
869,Tesla shares the latest advances in its robot project... - Artificial Intelligence,2023-10-05,Intelligence artificielle - Actu IA,Other,fr,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.3281020224094391, 0.2929705083370209, 0.2366347461938858, 0.14229266345500946]"
870,與 “Infringement of copyright on data tutorial news by generative AI such as Chat GPT...,2023-10-05,문화일보,Other,ko,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.8478348851203918, 0.05431687459349632, 0.0514417439699173, 0.04640653729438782]"
871,[Webinar] Fundamentals of Artificial Intelligence for Lawyers and ...,2023-10-05,JD Supra,Press Release Service,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.3773437440395355, 0.26173582673072815, 0.2225314825773239, 0.13838891685009003]"
872,Telefónica Policy Lab: Creative Artificial Intelligence and Copyright,2023-10-05,Telefónica,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.41383102536201477, 0.2584942877292633, 0.20019827783107758, 0.12747645378112793]"
873,Intellectual Property Laws and Generative Artificial Intelligence,2023-10-05,The National Law Review,Academic Journal,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.5495057106018066, 0.1843007653951645, 0.13500940799713135, 0.13118411600589752]"
874,Zoom offers more AI features for healthcare organizations,2023-10-04,Healthcare IT News,News Outlet,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']",Optimism,"[0.3276403844356537, 0.2429809719324112, 0.21507473289966583, 0.2143038660287857]"
875,Dell Technologies' Growing Generative AI Portfolio Speeds ...,2023-10-04,Datanami,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.2998667061328888, 0.27045032382011414, 0.26640594005584717, 0.1632770448923111]"
876,Penn Carey Law hosts workshops on AI and climate change,2023-10-04,The Daily Pennsylvanian,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5100587010383606, 0.2312779575586319, 0.13854745030403137, 0.12011586129665375]"
877,Revolutionising the global workforce with Gen AI technologies,2023-10-04,FinTech Global,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.3693104088306427, 0.269875705242157, 0.22821931540966034, 0.1325945109128952]"
878,Why I used AI to write my novel,2023-10-04,Maclean's,Other,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.4613707363605499, 0.19784988462924957, 0.17186787724494934, 0.16891153156757355]"
879,"ANPD opens consultation on AI, data protection sandbox",2023-10-04,International Association of Privacy Professionals,Press Release Service,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.4352491497993469, 0.2891443967819214, 0.15395072102546692, 0.12165570259094238]"
880,"SoundHound Collabs with Olo, Further Scaling Voice AI Ordering in ...",2023-10-04,Food On Demand,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.39616817235946655, 0.26115143299102783, 0.17413266003131866, 0.16854773461818695]"
881,"Skilled IT pay defined by volatility, security, and AI",2023-10-04,CIO,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.4911479353904724, 0.2508143484592438, 0.13299454748630524, 0.12504315376281738]"
882,"Britain limits AI summit guest list to 100 invitees, excludes startups",2023-10-04,Reuters,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.4276411235332489, 0.2353024035692215, 0.1762445718050003, 0.16081185638904572]"
883,How the Threat of AI Coincided with the Writers' Strike,2023-10-04,The Spectator,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.8917263150215149, 0.0836891457438469, 0.015063304454088211, 0.00952123198658228]"
884,How Hollywood writers set a new standard for AI protections,2023-10-04,The Hill,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5364856123924255, 0.20313453674316406, 0.1658356636762619, 0.09454427659511566]"
885,Dell Technologies Growing Generative AI Portfolio Speeds Business ...,2023-10-04,PR Newswire,News Outlet,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']",Optimism,"[0.42466461658477783, 0.36302968859672546, 0.1411581188440323, 0.07114756107330322]"
886,"Cybercrime prevention: The ransomware economy, AI and more ...",2023-10-04,Mastercard,Other,en,negative,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.8158694505691528, 0.06777689605951309, 0.06448488682508469, 0.05186876654624939]"
887,AI Combines Chest X-rays with Patient Data to Improve Diagnosis,2023-10-04,Imaging Technology News,News Outlet,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.3480193316936493, 0.2675234079360962, 0.25522759556770325, 0.12922970950603485]"
888,Open X-Embodiment dataset and RT-X model aim to revolutionise ...,2023-10-04,AI News,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.2923557460308075, 0.2896486818790436, 0.2619684338569641, 0.15602713823318481]"
889,AI approach yields 'athletically intelligent' robotic dog | Stanford News,2023-10-04,Stanford University News,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.4085462987422943, 0.2398993968963623, 0.21655935049057007, 0.13499502837657928]"
890,AI Designs Unique Walking Robot in Seconds,2023-10-04,Neuroscience News,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.3334934413433075, 0.25567665696144104, 0.2367859035730362, 0.1740439534187317]"
891,Instant evolution: Robots crafted by artificial intelligence,2023-10-04,Open Access Government,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.3312384784221649, 0.26906630396842957, 0.2517812252044678, 0.1479140669107437]"
892,"ECS Federal Books $190M Army Contract for AI Development, Demo",2023-10-04,GovCon Wire,Press Release Service,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.4067377746105194, 0.27357006072998047, 0.1727169007062912, 0.14697521924972534]"
893,Data Security for AI-Driven Apps,2023-10-04,Built In,Other,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.7761755585670471, 0.10489353537559509, 0.07018302381038666, 0.048747867345809937]"
894,Innodata to Announce Today Three AI Large Language Model Engagements with Leading Information Companies,2023-10-04,Yahoo Finance,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.33575835824012756, 0.2711683213710785, 0.22574341297149658, 0.16732996702194214]"
895,Legal liability of AI: Dealing with minds immeasurably superior to ours,2023-10-04,JD Supra,Press Release Service,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.8165726065635681, 0.08913154900074005, 0.05787181481719017, 0.03642405569553375]"
896,"AI Will Be Bigger Than the Industrial Revolution, Says Top AI Executive",2023-10-04,Barron's,Other,en,positive,"['Optimism', 'Concern', 'Skepticism', 'Excitement']",Optimism,"[0.35183805227279663, 0.23031951487064362, 0.2120017260313034, 0.20584075152873993]"
897,Databricks improves support for generative AI models,2023-10-04,TechTarget,Blog,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.312408983707428, 0.2801415026187897, 0.21699053049087524, 0.1904589980840683]"
898,"Oracle Injects AI Into Database, Cloud Infrastructure and Applications",2023-10-04,GovTech,Blog,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.43668779730796814, 0.19214878976345062, 0.18801438808441162, 0.18314909934997559]"
899,Confluent Unveils Data Streaming for AI Initiative,2023-10-04,CDOTrends,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.3825279772281647, 0.31440865993499756, 0.21955689787864685, 0.0835065022110939]"
900,Podcast - Unlawful Discrimination by Artificial Intelligence | Insights,2023-10-04,Holland & Knight,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7667521834373474, 0.16011010110378265, 0.04905951768159866, 0.02407815493643284]"
901,Experts consider the impact burgeoning AI may have on the legal ...,2023-10-04,NYU Law,Academic Journal,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5752672553062439, 0.22700399160385132, 0.10508017241954803, 0.09264862537384033]"
902,Global Artificial Intelligence (AI) in Fashion Strategic Research Report 2023,2023-10-04,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.38816705346107483, 0.28630921244621277, 0.18950317800045013, 0.13602054119110107]"
903,Dell enhances its generative AI hardware and software portfolio to ...,2023-10-04,SiliconANGLE News,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.35942795872688293, 0.2223953753709793, 0.21089644730091095, 0.2072802633047104]"
904,A study put several humans to differentiate texts from professional writers and AI. There are good...,2023-10-04,Xataka,Other,es,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.42734917998313904, 0.2302645742893219, 0.17725785076618195, 0.16512836515903473]"
905,"Job postings mentioning AI have more than doubled in two years, LinkedIn data shows",2023-10-04,CNBC,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.3517860770225525, 0.21984417736530304, 0.2189844697713852, 0.2093852311372757]"
906,AI Legal & Regulatory News Update—Week Of 10/1/23 - New ...,2023-10-04,Mondaq News Alerts,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.3277018368244171, 0.29955896735191345, 0.19558759033679962, 0.17715157568454742]"
907,"CyberAgent establishes new AI research institute for games and anime, each production...",2023-10-04,ITmedia NEWS,News Outlet,ja,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.516778826713562, 0.20276272296905518, 0.1419113725423813, 0.13854707777500153]"
908,AI stock market data ‘Waker’ develops global data business with London Stock Exchange Group,2023-10-04,beSUCCESS,Other,ko,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.3854866921901703, 0.34277403354644775, 0.19441071152687073, 0.07732854783535004]"
909,25K people ask Google each month how to get rid of Snapchat's My AI,2023-10-04,PhoneArena,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5262303948402405, 0.2556633949279785, 0.12414154410362244, 0.09396472573280334]"
910,NSA announces new artificial intelligence security center: 'Desperately needed',2023-10-03,Fox News,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.8055100440979004, 0.09338109940290451, 0.07129828631877899, 0.029810577630996704]"
911,Artificial Intelligence builds a robot from scratch in a matter of seconds,2023-10-03,El Tiempo,Other,es,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.2970607876777649, 0.2745925784111023, 0.23658521473407745, 0.19176152348518372]"
912,EU AI Act - a closer look at the world's first regulatory legislation on ...,2023-10-03,Lexology,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.5231209993362427, 0.1847166270017624, 0.17892101407051086, 0.11324141919612885]"
913,Zoom's Founder Turns To AI In Hopes Of Regaining Pandemic Highs,2023-10-03,Forbes,Magazine,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.6606347560882568, 0.15789727866649628, 0.09722451120615005, 0.08424347639083862]"
914,Skift Global Forum Video: Turning AI Ideas Into Actions,2023-10-03,Skift Travel News,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.2859704792499542, 0.2729610502719879, 0.24000784754753113, 0.20106062293052673]"
915,Ohra haakt in op AI-hype met nieuwe commercial,2023-10-03,MarketingTribune,News Outlet,en,negative,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.627934455871582, 0.16099762916564941, 0.1522088497877121, 0.05885912850499153]"
916,"Perspectives for Legal on AI, Machine Learning, and Large ...",2023-10-03,JD Supra,Press Release Service,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.46516871452331543, 0.2659725248813629, 0.1434810906648636, 0.12537766993045807]"
917,PH as AI 'center of excellence' among DTI's goals,2023-10-03,GMA News Online,News Outlet,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']",Optimism,"[0.42773744463920593, 0.2515815198421478, 0.2458183467388153, 0.07486265152692795]"
918,"No formal investigation into AI chips, EU antitrust regulators say",2023-10-03,The Indian Express,Press Release Service,en,negative,"['Skepticism', 'Concern', 'Optimism', 'Excitement']",Skepticism,"[0.513432502746582, 0.23074571788311005, 0.140351802110672, 0.1154700517654419]"
919,Teradata and Accenture's collaborative journey toward responsible AI,2023-10-03,SiliconANGLE News,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.5363914966583252, 0.18007266521453857, 0.14379636943340302, 0.13973946869373322]"
920,National Security Agency to Open AI Security Center,2023-10-03,MSSP Alert,Other,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.6255777478218079, 0.19206033647060394, 0.09163683652877808, 0.0907251387834549]"
921,Janet Yellen says AI’s ‘unbelievably rapid’ development could ‘make a significant difference’ in boosting the economy—but she wants to be careful,2023-10-03,Fortune,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.6521854996681213, 0.206407830119133, 0.07487883418798447, 0.06652787327766418]"
922,Up to 5 trillion won invested in Amazon AI company... Competition for global AI hegemony intensifies,2023-10-03,조선일보,Other,ko,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.6295523643493652, 0.14707325398921967, 0.13531839847564697, 0.0880560651421547]"
923,PARMESAN: An AI-based predictive tool to find new treatments for genetic disorders,2023-10-03,Medical Xpress,Press Release Service,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.3966495394706726, 0.29129329323768616, 0.2346046268939972, 0.07745257765054703]"
924,Apple's AI Prowess Lies In Its Neural Engine,2023-10-03,Forbes,Magazine,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.4531773328781128, 0.2154870182275772, 0.18873126804828644, 0.14260435104370117]"
925,Instant evolution: AI designs new robot from scratch in seconds,2023-10-03,Northwestern Now,Academic Journal,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.3316895067691803, 0.29601311683654785, 0.1924152970314026, 0.17988207936286926]"
926,AI in the entertainment industry: Writers Guild victory sets a new ...,2023-10-03,CTech,Blog,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.393926203250885, 0.2596794068813324, 0.17780928313732147, 0.16858507692813873]"
927,LinkedIn Data Predicts 65% Shift In Job Skills By 2030 Due To AI,2023-10-03,Forbes,Magazine,en,neutral,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5247952938079834, 0.27076923847198486, 0.12207689881324768, 0.08235861361026764]"
928,AI beats human sleuth at finding problematic images in research ...,2023-10-03,Nature.com,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.674452543258667, 0.1645432859659195, 0.08272892981767654, 0.07827525585889816]"
929,A Letter to the EU's Future AI Office,2023-10-03,Carnegie Endowment for International Peace,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.551139771938324, 0.2170822024345398, 0.1169746145606041, 0.11480341851711273]"
930,"Komodo Health announces new hires, AI-powered data offering",2023-10-03,Mobihealth News,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.36595380306243896, 0.28780052065849304, 0.20413091778755188, 0.14211472868919373]"
931,Micron officials talk about AI at Boise Entrepreneur Week,2023-10-03,boisedev.com,Other,en,positive,"['Excitement', 'Skepticism', 'Optimism', 'Concern']",Excitement,"[0.2772599160671234, 0.24817562103271484, 0.23939809203147888, 0.2351662814617157]"
932,"Companies want to spend more on AI to defeat hackers, but there's a catch",2023-10-03,CNBC,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.42219865322113037, 0.24746175110340118, 0.16909989714622498, 0.16123966872692108]"
933,Google protects our data by using its Bard artificial intelligence with this plan,2023-10-03,Infobae,Other,es,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.5101516842842102, 0.1944276988506317, 0.18000629544258118, 0.11541428416967392]"
934,AI playing ‘transformative’ role in reshaping the real estate industry,2023-10-03,Fox Business,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.3504810035228729, 0.3108189105987549, 0.24017944931983948, 0.09852062165737152]"
935,"Domestic startup Waker, London Stock Exchange and AI stock market data service",2023-10-03,조선일보,Other,ko,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.41793712973594666, 0.3206007182598114, 0.15465371310710907, 0.10680849850177765]"
936,Zoom adds collaborative document feature and folds generative AI ...,2023-10-03,SiliconANGLE News,News Outlet,en,positive,"['Optimism', 'Concern', 'Skepticism', 'Excitement']",Optimism,"[0.3168494701385498, 0.23330345749855042, 0.22786124050617218, 0.22198586165905]"
937,Confluent - ‘scalable generative AI requires a different kind of data infrastructure’,2023-10-03,diginomica,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.38492682576179504, 0.2750815749168396, 0.23659251630306244, 0.10339901596307755]"
938,EU official advocates for balanced AI regulation,2023-10-03,ReadWrite,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.4738464951515198, 0.25453007221221924, 0.1629289984703064, 0.10869444906711578]"
939,"Multimodal AI Growth Opportunities in Enterprise Applications, 2023 Market Research Report - Increasing Use Cases in Diverse Industries Enable Stakeholders to Better Monetize Data",2023-10-03,Yahoo Finance,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.3435588479042053, 0.25929778814315796, 0.21016788482666016, 0.18697547912597656]"
940,NSA announces new artificial intelligence security center ... - Home,2023-10-03,Home - WSFX,Other,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.49680861830711365, 0.21143484115600586, 0.15681801736354828, 0.13493847846984863]"
941,LZG International (OTCMKTS:LZGI) CEO Peter Ritz: FatBrain AI ...,2023-10-03,The Wall Street Transcript,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.4153135418891907, 0.22888146340847015, 0.1817384958267212, 0.1740664690732956]"
942,Apple co-founder tells Kansas crowd: The real threat from AI is ...,2023-10-03,Startland News,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5100188255310059, 0.3238171935081482, 0.09769797325134277, 0.06846600025892258]"
943,"Driven by breakthrough AI, humanoid robots make grand entry",2023-10-03,China Daily,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.39452728629112244, 0.2738706171512604, 0.227932870388031, 0.10366923362016678]"
944,Artificial Intelligence Regulation in Brazil: What's Going On,2023-10-03,Lexology,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7940136194229126, 0.10340334475040436, 0.06344124674797058, 0.039141856133937836]"
945,Using AI to Comply With Book Bans Makes Those Laws More ...,2023-10-03,Just Security,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.8521823287010193, 0.07814662158489227, 0.035478416830301285, 0.03419261425733566]"
946,New Boomi AI tool enables natural language data integration,2023-10-03,TechTarget,Blog,en,positive,"['Skepticism', 'Concern', 'Optimism', 'Excitement']",Skepticism,"[0.27751868963241577, 0.25778114795684814, 0.2517414093017578, 0.21295876801013947]"
947,The Role AI Can Play in Pharmaceutical Discovery,2023-10-03,Techopedia,Blog,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.3679408133029938, 0.2547781467437744, 0.22610370814800262, 0.1511772722005844]"
948,This Ant-Inspired AI Brain Helps Farm Robots Better Navigate Crops,2023-10-03,Singularity Hub,Other,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.5668653845787048, 0.20404329895973206, 0.11957764625549316, 0.10951367020606995]"
949,Introducing MicroStrategy AI: Generative AI on Trusted Data,2023-10-03,Business Wire,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.39365628361701965, 0.31061527132987976, 0.2147713005542755, 0.08095710724592209]"
950,Review: Shark AI Ultra 2-in-1 robot vacuum blew me away,2023-10-03,Mashable,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.5414289832115173, 0.2324107140302658, 0.19284671545028687, 0.03331362083554268]"
951,"AI National Olympiad to attract an estimated 300,000 pupils in Saudi ...",2023-10-03,The National,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.4135802388191223, 0.27386993169784546, 0.22712944447994232, 0.08542037010192871]"
952,AI-powered hair transplant robot set to boost health tourism in Dubai,2023-10-03,The National,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.36045894026756287, 0.2436370998620987, 0.2135249376296997, 0.18237896263599396]"
953,A few highlights of the Efficient Generative AI Summit (EGAIS ...,2023-10-03,Data Science Central,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.29933324456214905, 0.2953204810619354, 0.22733516991138458, 0.17801113426685333]"
954,Iliad's Supercomputer: Reshaping European AI Landscape or Costly ...,2023-10-02,VoIp.Review,Academic Journal,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.8837760090827942, 0.0765688344836235, 0.020716344937682152, 0.018938777968287468]"
955,Lawyers win in race to generative AI without adequate laws,2023-10-02,TechTarget,Blog,en,negative,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.5742751359939575, 0.1570703089237213, 0.13911950588226318, 0.1295350193977356]"
956,Innodata Inc. (NASDAQ:INOD): Artificial Intelligence Software from ...,2023-10-02,The Wall Street Transcript,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.2909037470817566, 0.25720512866973877, 0.25353461503982544, 0.198356494307518]"
957,Adidas and Traeger Grills Power Data Visualization With Gen AI,2023-10-02,Retail Info Systems News,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.27879098057746887, 0.25027868151664734, 0.24242770671844482, 0.22850258648395538]"
958,"Accenture leans on cloud, data to prepare for generative AI",2023-10-02,CIO Dive,Other,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.3088037669658661, 0.2467099130153656, 0.23695990443229675, 0.20752646028995514]"
959,"Climate technology, AI emerging drivers of Capital Region economy",2023-10-02,Times Union,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.41899386048316956, 0.28482261300086975, 0.2168271839618683, 0.07935639470815659]"
